SKU_ID,Category,Demand_Score,Turnover_Rate,Zone_ID,Pick_Time_sec
SKU_059,Home,22.879816549162246,1.0455542546159682,Zone_4,57.6092096569983
SKU_060,Electronics,7.697990982879299,2.4472724627574878,Zone_2,43.01896711503516
SKU_061,Home,28.9751452913768,5.938604104299275,Zone_4,35.526797048260875
SKU_062,Home,16.122128725400444,7.227056779234239,Zone_3,45.73152873769413
SKU_063,Electronics,92.96976523425731,6.867651335523405,Zone_3,38.33011561966067
SKU_064,Electronics,80.8120379564417,3.018423785145038,Zone_3,41.8246715726374
SKU_065,Home,63.34037565104234,7.409612992127823,Zone_4,57.658592351061
SKU_066,Apparel,87.14605901877177,3.135241787471201,Zone_2,35.44410551203097
SKU_067,Food,80.36720768991145,3.9285972834334095,Zone_2,58.44762255295657
SKU_068,Electronics,18.657005888603585,7.718422646062217,Zone_4,56.21402567824255
SKU_069,Food,89.25589984899777,6.846696091424932,Zone_3,27.831645391571858
SKU_070,Apparel,53.93422419156507,8.6430106944476,Zone_3,22.774452035006618
SKU_071,Apparel,80.74401551640625,6.91851603070309,Zone_2,24.031120055097066
SKU_072,Apparel,89.60912999234932,6.114777430019244,Zone_3,20.72887302606199
SKU_073,Electronics,31.800347497186387,1.8430729104528323,Zone_1,23.777718430237137
SKU_074,Apparel,11.005192452767677,4.309442227534902,Zone_2,47.320270936654275
SKU_075,Electronics,22.793516254194166,3.386821309135529,Zone_3,22.84754593840916
SKU_076,Apparel,42.71077886262563,3.195906790411752,Zone_2,32.759025211750455
SKU_077,Food,81.80147659224932,9.75709499277201,Zone_1,53.79501243877818
SKU_078,Food,86.07305832563435,4.537879522000844,Zone_2,20.930877429433036
SKU_079,Home,0.6952130531190703,9.02841899659402,Zone_2,52.578739303557434
SKU_080,Food,51.07473025775657,6.680247633975366,Zone_2,31.274190990936
SKU_081,Home,41.7411003148779,8.153301731874835,Zone_2,24.72659310486625
SKU_082,Food,22.210781047073024,5.523733837946729,Zone_1,47.86948661456603
SKU_083,Electronics,11.98653673336828,6.192134961637232,Zone_4,45.157713871195355
SKU_084,Food,33.7615171403628,5.432659244369775,Zone_2,55.09888054108212
SKU_085,Home,94.29097039125192,2.7571868901824006,Zone_2,49.40284175215543
SKU_086,Home,32.320293202075526,7.502069037353548,Zone_3,52.13923721539394
SKU_087,Apparel,51.87906217433661,3.526951261967702,Zone_2,31.281382902852258
SKU_088,Electronics,70.30189588951778,1.2188436978830846,Zone_3,27.097581751188912
SKU_089,Food,36.3629602379294,6.80925066316451,Zone_4,50.024590065634335
SKU_090,Apparel,97.17820827209607,2.5939961146634403,Zone_1,52.27338957069056
SKU_091,Food,96.24472949421113,9.464127259176228,Zone_1,59.620205680026935
SKU_092,Food,25.178229582536417,9.585357193023286,Zone_4,36.50470707645706
SKU_093,Apparel,49.72485058923854,9.233779511984036,Zone_1,34.88072343171133
SKU_094,Apparel,30.087830981676966,4.331428302298999,Zone_4,51.05651842967987
SKU_095,Apparel,28.484049437746762,1.1391095487598069,Zone_4,33.63214161012071
SKU_096,Apparel,3.6886947354532795,9.354867063289529,Zone_4,57.23029302414259
SKU_097,Apparel,60.956433397989684,4.8536573348558285,Zone_1,54.336510073720476
SKU_098,Food,50.26790232288615,9.699893371393026,Zone_3,37.15976109500073
SKU_099,Apparel,5.147875124998935,9.672579793803276,Zone_4,50.03484271165989
SKU_100,Electronics,27.864646423661142,8.677085099206241,Zone_2,50.18171496338729
